platform,modality,model,configuration,run_number,total_energy_j,avg_power_w,peak_power_w,generation_time_s
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,10,561.64,510.36,540.8,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,11,568.16,507.53,540.8,1.15
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,12,557.87,505.78,530.4,1.13
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,13,561.72,508.93,537.28,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,14,562.64,510.83,537.28,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,15,555.61,504.02,526.88,1.13
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,16,559.81,508.25,524.16,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,17,573.8,514.46,539.34,1.14
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,18,561.98,510.56,544.97,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,19,576.74,518.09,544.97,1.14
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,20,564.53,510.26,538.69,1.13
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,21,564.55,504.08,526.28,1.15
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,22,558.0,504.97,522.45,1.13
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,23,583.94,503.49,525.14,1.17
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,24,548.42,498.16,525.14,1.13
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,25,561.57,509.35,530.95,1.13
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,26,558.58,504.22,530.95,1.13
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,27,563.63,501.41,528.88,1.15
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,28,561.02,503.87,535.18,1.13
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,29,567.0,514.66,535.18,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,30,569.14,512.19,539.46,1.14
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,1,849.56,514.01,524.34,1.68
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,2,850.11,519.49,541.21,1.66
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,3,843.39,513.49,534.75,1.68
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,4,843.88,509.41,527.9,1.68
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,5,851.76,517.93,535.39,1.67
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,6,845.45,514.21,534.26,1.67
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,7,853.36,512.77,533.24,1.68
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,8,846.99,510.76,524.82,1.67
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,9,838.56,508.22,529.52,1.67
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,10,840.91,511.31,533.64,1.67
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,11,840.57,515.58,540.95,1.65
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,12,848.54,520.96,540.38,1.65
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,13,863.36,511.4,530.08,1.73
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,14,836.08,509.31,527.17,1.68
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,15,845.59,510.1,527.17,1.69
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,16,834.14,509.62,530.19,1.68
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,17,860.96,507.65,530.19,1.72
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,18,847.55,504.16,526.72,1.7
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,19,838.1,514.07,530.08,1.65
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,20,833.16,505.44,524.54,1.67
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,21,839.13,522.71,550.45,1.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,22,844.06,521.91,545.5,1.64
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,23,833.04,513.13,538.12,1.64
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,24,843.81,509.58,544.03,1.68
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,25,839.01,522.84,539.37,1.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,26,844.33,515.65,533.87,1.66
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,27,832.27,516.19,544.75,1.64
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,28,845.64,526.95,544.75,1.63
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,29,837.1,515.02,541.35,1.65
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=30,30,846.36,520.91,538.42,1.64
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,1,52.64,174.77,191.26,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,2,66.65,219.32,240.4,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,3,72.04,239.64,241.26,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,4,59.97,239.63,248.19,0.3
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,5,73.49,243.59,245.43,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,6,62.4,249.14,249.73,0.3
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,7,76.83,255.01,258.15,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,8,76.39,254.23,258.15,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,9,75.32,250.35,251.22,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,10,74.05,246.11,249.22,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,11,72.56,241.27,245.68,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,12,73.23,243.6,246.32,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,13,72.69,241.68,243.19,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,14,74.77,248.43,252.22,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,15,73.95,245.66,247.91,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,16,74.47,247.38,252.18,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,17,73.25,243.28,246.22,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,18,72.91,241.67,244.95,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,19,72.53,240.8,244.71,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,20,73.53,244.29,245.14,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,21,74.79,248.96,252.13,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,22,75.33,247.87,249.18,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,23,74.28,246.94,253.3,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,24,73.72,244.57,247.03,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,25,73.25,243.58,250.05,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,26,73.14,242.68,244.87,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,27,61.13,244.07,247.03,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,28,74.09,245.91,249.7,0.31
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,29,74.82,248.82,249.7,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=5,30,74.33,247.11,247.71,0.32
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,1,129.55,258.06,261.77,0.54
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,2,132.38,264.32,270.46,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,3,130.52,260.16,264.23,0.54
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,4,130.31,259.98,261.77,0.54
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,5,130.7,260.6,263.34,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,6,129.68,258.69,262.24,0.55
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,7,129.41,258.36,262.28,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,8,129.63,258.54,259.43,0.54
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,9,129.09,257.42,261.01,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,10,129.46,258.0,261.85,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,11,129.05,257.43,261.53,0.52
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,12,127.64,254.5,259.45,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,13,128.95,257.42,259.24,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,14,129.71,258.88,261.1,0.52
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,15,129.77,258.88,264.96,0.54
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,16,127.98,255.33,261.43,0.55
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,17,142.25,257.97,260.52,0.58
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,18,140.25,254.45,259.42,0.58
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,19,147.79,245.72,250.95,0.62
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,20,120.32,240.28,243.78,0.54
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,21,126.27,251.63,256.96,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,22,131.59,262.79,268.1,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,23,129.45,257.96,261.04,0.53
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,24,130.08,259.48,264.69,0.55
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,25,130.0,259.73,265.34,0.54
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,26,143.66,259.72,262.71,0.56
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,27,126.71,252.46,262.71,0.55
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,28,125.06,249.9,254.34,0.56
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,29,141.87,256.4,259.99,0.56
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=10,30,128.81,256.9,260.46,0.55
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,1,192.97,256.58,257.46,0.8
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,2,189.64,252.16,256.3,0.79
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,3,203.07,253.31,255.6,0.8
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,4,198.56,247.83,256.27,0.83
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,5,200.86,250.43,254.58,0.83
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,6,191.87,255.38,260.15,0.76
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,7,195.77,260.42,266.31,0.77
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,8,191.83,254.97,261.48,0.76
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,9,192.45,256.13,261.48,0.76
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,10,192.35,256.0,258.85,0.78
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,11,193.51,257.27,261.28,0.8
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,12,196.09,260.61,263.76,0.79
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,13,196.27,261.01,263.59,0.77
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,14,194.81,259.03,263.43,0.76
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,15,190.04,252.88,258.04,0.78
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,16,191.66,255.12,257.6,0.79
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,17,193.81,257.85,262.17,0.78
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,18,205.2,256.0,266.85,0.82
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,19,199.69,248.98,253.32,0.82
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,20,190.91,254.1,258.42,0.76
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,21,192.99,256.82,264.56,0.8
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,22,194.52,258.71,262.24,0.77
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,23,193.18,257.01,262.24,0.78
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,24,191.45,254.7,257.36,0.76
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,25,191.66,255.0,257.32,0.79
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,26,193.95,257.91,261.31,0.77
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,27,180.17,256.82,260.5,0.75
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,28,197.09,262.14,265.12,0.77
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,29,194.58,259.11,266.95,0.76
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=15,30,192.53,256.29,262.41,0.79
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,1,277.34,251.02,259.57,1.11
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,2,240.92,252.94,257.0,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,3,248.6,260.45,263.29,0.99
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,4,248.83,261.21,262.67,0.99
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,5,248.79,261.0,262.87,0.99
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,6,247.34,259.62,261.56,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,7,247.8,260.15,264.73,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,8,251.4,263.92,266.82,0.99
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,9,263.23,262.19,264.25,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,10,243.06,255.28,261.0,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,11,258.34,257.4,260.01,1.03
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,12,267.7,253.89,257.56,1.06
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,13,241.86,254.02,257.56,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,14,251.01,263.42,266.54,0.97
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,15,249.29,261.76,266.54,0.97
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,16,244.22,256.43,260.85,1.01
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,17,249.44,261.46,265.49,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,18,263.6,262.47,265.49,1.01
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,19,246.46,258.84,262.58,0.99
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,20,248.6,260.98,262.08,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,21,250.14,262.62,263.83,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,22,258.57,257.82,262.22,1.04
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,23,263.22,249.56,252.22,1.06
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,24,252.62,251.87,256.74,1.01
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,25,245.57,257.88,262.16,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,26,249.33,261.42,263.74,0.99
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,27,246.86,259.3,261.99,0.99
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,28,248.51,260.83,262.2,1.0
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,29,249.82,262.53,269.69,0.97
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=20,30,253.82,266.55,273.94,0.97
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,1,392.45,260.93,268.14,1.52
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,2,380.87,245.33,254.08,1.59
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,3,379.98,252.74,257.89,1.51
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,4,371.91,255.88,262.0,1.49
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,5,376.27,258.88,260.98,1.51
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,6,372.88,256.52,261.81,1.49
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,7,382.91,263.35,265.1,1.47
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,8,381.61,253.79,263.27,1.51
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,9,373.77,248.77,257.5,1.54
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,10,367.49,261.7,265.43,1.45
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,11,381.65,262.54,269.91,1.46
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,12,375.55,258.57,275.76,1.48
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,13,377.25,259.6,263.29,1.47
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,14,367.25,261.7,269.14,1.45
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,15,375.13,267.44,271.99,1.41
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,16,388.03,258.17,271.51,1.51
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,17,372.92,248.12,255.76,1.55
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,18,369.35,262.58,265.96,1.45
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,19,369.9,263.52,268.26,1.43
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,20,371.48,264.76,272.33,1.43
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,21,376.97,268.57,275.77,1.44
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,22,372.35,265.04,270.53,1.41
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,23,378.11,260.29,270.53,1.47
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,24,375.19,257.92,262.0,1.49
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,25,373.47,256.91,264.37,1.49
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,26,376.04,267.92,272.47,1.43
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,27,372.28,265.17,272.47,1.43
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,28,377.92,260.15,270.24,1.47
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,29,364.36,259.72,265.41,1.44
NVIDIA H100,image,SDXL-base-1.0,512x512_steps=30,30,383.88,263.96,266.22,1.47
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,1,83.11,276.84,286.4,0.34
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,2,88.74,294.87,299.65,0.34
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,3,92.55,307.54,309.2,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,4,91.62,304.86,311.77,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,5,90.23,299.95,301.96,0.34
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,6,91.09,302.96,310.43,0.34
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,7,91.7,304.23,309.35,0.34
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,8,106.39,303.09,305.89,0.36
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,9,88.97,296.16,308.59,0.35
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,10,87.95,292.75,302.19,0.32
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,11,88.59,294.99,302.19,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,12,92.15,306.44,309.98,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,13,91.27,303.24,305.8,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,14,91.42,303.94,311.58,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,15,90.39,300.18,303.74,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,16,90.6,301.44,306.0,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,17,91.8,304.73,307.72,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,18,93.58,310.98,311.93,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,19,94.37,313.09,317.22,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,20,93.37,310.47,318.3,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,21,91.28,303.52,309.84,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,22,90.68,301.53,304.74,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,23,92.15,306.66,311.73,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,24,91.87,305.19,309.45,0.35
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,25,92.67,308.05,313.94,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,26,92.32,306.35,308.25,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,27,93.0,309.29,312.35,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,28,92.19,306.43,309.39,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,29,91.38,303.77,309.61,0.34
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=5,30,91.58,303.84,308.45,0.33
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,1,171.35,310.79,313.36,0.58
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,2,173.15,314.09,321.59,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,3,184.88,307.53,320.99,0.6
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,4,176.02,292.95,306.41,0.61
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,5,172.08,286.49,293.81,0.62
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,6,150.7,301.51,314.93,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,7,179.1,324.94,333.21,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,8,177.07,321.57,334.99,0.57
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,9,170.03,309.02,316.44,0.57
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,10,171.04,310.87,322.17,0.58
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,11,155.79,311.63,320.77,0.55
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,12,177.65,322.56,331.12,0.57
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,13,176.89,321.32,331.12,0.57
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,14,157.06,313.83,322.61,0.55
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,15,161.14,321.7,325.31,0.55
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,16,182.6,331.38,336.9,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,17,177.06,321.47,332.61,0.58
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,18,185.69,309.38,325.51,0.63
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,19,167.57,304.66,316.17,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,20,173.05,314.36,323.47,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,21,173.77,315.89,323.47,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,22,172.13,312.72,323.05,0.59
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,23,185.34,308.47,316.43,0.61
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,24,166.68,303.07,315.6,0.6
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,25,155.18,310.15,322.24,0.55
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,26,179.15,324.74,329.39,0.57
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,27,176.7,320.95,330.6,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,28,172.67,313.72,324.72,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,29,171.38,311.54,321.31,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=10,30,171.06,311.11,321.54,0.56
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,1,254.55,317.27,322.45,0.81
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,2,249.34,311.22,321.92,0.81
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,3,251.43,311.93,317.09,0.81
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,4,235.94,314.26,322.89,0.8
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,5,260.57,324.66,329.82,0.81
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,6,236.93,315.47,324.95,0.78
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,7,258.06,321.79,326.13,0.82
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,8,253.67,316.47,324.49,0.84
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,9,236.08,314.19,322.49,0.78
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,10,244.21,324.9,329.16,0.79
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,11,258.45,322.34,328.27,0.82
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,12,259.46,322.32,325.56,0.81
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,13,235.14,313.07,323.3,0.8
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,14,242.79,322.51,328.44,0.8
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,15,242.62,322.8,327.8,0.8
NVIDIA H100,image,SDXL-base-1.0,640x640_steps=15,16,261.81,326.51,330.9,0.83
